Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen
735,2015-07-25,WSN,PIT,W 9-3,45,38,9,14,3,0,2,8,2,0,9,2,2,1,1,0,1,0,0.345,4.854,.759,9,13,38185,181
736,2015-05-27,MIN,BOS,W 6-4,31,29,6,8,0,0,2,6,2,0,2,0,0,0,0,2,0,1,0.345,1.991,.815,1,9,30027,149
737,2015-05-22,MIL,ATL,W 11-0,45,36,11,12,5,0,1,10,8,1,9,0,0,0,0,1,0,1,0.345,7.024,.387,7,15,25774,172
738,2015-04-14,NYM,PHI,W 6-5,42,35,6,12,4,0,1,6,5,1,7,2,0,0,0,1,1,0,0.345,2.465,.976,12,17,39489,192
739,2015-09-28,DET,TEX,W 7-4,46,38,7,12,2,0,1,7,6,0,6,2,0,0,0,1,3,0,0.344,2.398,.718,12,10,27847,217
740,2015-09-19,TEX,SEA,W 10-1,47,37,10,14,3,1,0,10,8,1,4,1,0,1,1,1,0,0,0.344,5.912,.517,13,14,39843,189
741,2015-09-14,CLE,KCR,W 8-3,40,34,8,12,4,1,2,8,5,0,7,0,0,1,0,0,1,1,0.344,3.875,.749,8,9,10356,201
742,2015-08-23,SEA,CHW,W 8-6,39,31,8,11,2,0,1,8,6,0,6,0,1,1,0,0,1,0,0.344,4.340,.850,7,12,30537,168
743,2015-06-25,COL,ARI,W 6-4,37,30,6,7,0,0,2,4,6,2,5,0,1,0,1,1,2,0,0.344,1.563,1.383,7,16,30568,210
744,2015-04-18,LAD,COL,W 6-3,37,31,6,9,4,0,0,6,5,0,8,0,1,0,0,1,1,0,0.344,2.431,.871,7,13,45912,175
745,2015-04-08,NYY,TOR,W 4-3,35,28,4,7,2,0,0,3,4,1,7,2,0,1,0,1,1,0,0.344,0.142,1.928,7,11,31020,176
746,2015-04-06,CIN,PIT,W 5-2,32,29,5,5,0,0,2,4,3,0,8,0,0,0,0,0,1,0,0.344,1.278,1.072,3,14,43633,150
747,2015-09-23,KCR,SEA,W 4-3,48,36,4,12,4,0,0,4,7,0,9,2,1,2,0,0,2,0,0.343,-0.099,2.494,16,16,28756,224
748,2015-09-17,MIA,WSN,W 6-4,37,35,6,11,2,0,2,6,0,0,7,0,1,1,0,1,1,0,0.343,1.641,.735,4,16,23606,193
749,2015-09-08,CHC,STL,W 8-5,42,38,8,11,4,1,2,8,4,1,7,0,0,0,0,0,0,0,0.343,3.773,.267,7,18,42206,187
750,2015-08-20,MIN,BAL,W 15-2,48,44,15,18,2,0,2,14,4,0,8,0,0,0,0,1,0,0,0.343,10.491,.325,6,12,20109,171
751,2015-07-12,LAD,MIL,W 4-3,34,33,4,9,3,0,2,4,1,0,10,0,0,0,0,0,0,0,0.343,0.430,1.235,6,12,43229,162
752,2015-05-27,CLE,TEX,W 12-3,44,40,12,17,3,1,3,12,3,0,6,0,0,1,0,0,1,0,0.343,7.874,.292,8,10,15956,167
753,2015-05-10,CLE,MIN,W 8-2,40,35,8,13,2,1,1,8,4,0,6,0,0,1,0,0,2,1,0.343,3.874,.711,8,10,13769,157
754,2015-08-28,PIT,COL,W 5-3,38,32,5,10,2,0,0,5,5,1,8,0,0,1,1,1,2,1,0.342,1.314,1.316,9,16,32607,190
755,2015-08-14,CHC,CHW,W 6-5,38,35,6,10,2,1,3,6,2,0,9,0,0,1,0,0,0,1,0.342,1.804,.829,5,9,36386,200
756,2015-07-29,CHW,BOS,W 9-2,48,44,9,17,4,0,2,8,3,0,10,1,0,0,1,0,1,1,0.342,4.360,.349,12,9,37104,222
757,2015-06-14,HOU,SEA,W 13-0,47,39,13,14,3,0,2,12,7,0,8,1,0,0,1,0,0,0,0.342,9.107,.408,10,10,29153,206
758,2015-06-06,DET,CHW,W 7-1,46,44,7,18,3,0,1,7,2,0,4,0,0,0,0,1,1,0,0.342,2.804,.770,12,9,28368,174
759,2015-09-17,OAK,CHW,W 4-2,34,32,4,7,2,0,1,4,2,0,7,0,0,0,1,1,1,1,0.341,-0.195,1.350,3,11,12406,166
760,2015-08-20,CHW,LAA,W 8-2,41,36,8,12,4,0,1,8,3,1,10,0,1,1,0,1,1,0,0.341,3.883,.721,6,11,37142,201
761,2015-07-30,BOS,CHW,W 8-2,39,34,8,13,1,0,1,8,2,1,10,2,0,1,0,0,1,0,0.341,3.875,.953,7,10,36215,160
762,2015-05-07,MIN,OAK,W 6-5,35,28,6,5,1,0,0,5,6,0,6,0,0,1,1,1,1,0,0.341,1.991,1.203,5,10,22379,177
763,2015-04-16,MIN,KCR,W 8-5,40,37,8,14,2,0,2,7,2,0,2,0,0,1,1,1,0,0,0.341,3.991,.840,8,10,17449,181
764,2015-04-13,BOS,WSN,W 9-4,42,34,9,13,0,0,2,9,5,0,2,2,0,1,1,3,2,0,0.341,4.876,.419,9,11,37203,181
765,2015-09-14,TEX,HOU,W 5-3,34,32,5,8,2,0,2,5,1,0,5,1,0,0,1,0,0,0,0.340,0.911,1.250,5,11,27772,183
766,2015-09-11,KCR,BAL,L 8-14,43,37,8,10,3,0,3,8,4,0,5,1,0,1,1,0,0,0,0.340,3.490,.693,8,10,45420,239
767,2015-08-26,MIN,TBR,W 5-3,42,39,5,13,4,0,2,5,1,0,15,0,1,1,1,0,1,0,0.340,0.750,1.266,10,9,9205,201
768,2015-07-10,PIT,STL,W 5-2,35,31,5,10,1,0,1,5,3,0,10,0,1,0,0,0,1,1,0.340,1.314,.874,6,13,36825,181
769,2015-05-06,WSN,MIA,W 7-5,36,34,7,12,3,0,3,7,1,1,6,0,0,1,1,2,0,0,0.339,3.124,.625,5,12,31417,160
770,2015-04-26,NYY,NYM,W 6-4,33,32,6,9,5,0,1,5,1,0,7,0,0,0,2,2,0,0,0.339,2.144,.727,3,9,47510,165
771,2015-09-13,STL,CIN,W 9-2,47,40,9,13,6,0,2,8,6,0,9,0,1,0,2,1,1,0,0.338,4.812,.911,11,15,29900,198
772,2015-09-02,SEA,HOU,W 8-3,46,39,8,13,3,0,1,8,6,2,9,0,1,0,1,0,2,0,0.338,3.620,1.313,11,12,18669,220
773,2015-07-24,LAD,NYM,W 7-2,39,37,7,12,4,0,3,6,1,0,6,1,0,0,0,1,0,0,0.338,3.025,.407,5,15,36066,160
774,2015-07-11,MIN,DET,W 9-5,40,37,9,16,3,1,1,9,2,0,9,1,0,0,1,1,1,1,0.338,4.991,.460,7,9,32365,207
775,2015-07-06,SEA,DET,L 5-12,38,35,5,9,1,1,1,5,3,0,10,0,0,0,0,1,2,0,0.338,0.882,1.032,6,11,22580,197
776,2015-05-31,SDP,PIT,W 7-1,41,36,7,13,0,0,1,6,3,0,7,0,1,1,2,0,0,0,0.338,3.536,.457,10,10,20556,166
777,2015-05-22,CLE,CIN,W 7-3,42,34,7,11,2,1,1,7,8,0,2,0,0,0,0,1,0,0,0.338,2.874,.903,11,9,23617,176
778,2015-05-05,CHW,DET,W 5-2,32,27,5,6,1,1,0,5,5,0,3,0,0,0,0,2,0,1,0.338,1.268,.970,3,10,16351,157
779,2015-04-28,CHC,PIT,W 6-2,42,35,6,12,2,0,0,6,6,1,8,1,0,0,1,0,5,2,0.338,2.313,.585,12,12,29915,171
780,2015-04-26,MIL,STL,W 6-3,35,34,6,10,4,1,1,6,1,0,7,0,0,0,0,0,0,0,0.338,2.242,.656,5,16,32758,183
781,2015-04-23,NYM,ATL,W 6-3,37,28,6,6,1,0,0,6,8,0,12,0,1,0,0,0,1,0,0.338,2.468,1.151,7,14,23980,198
782,2015-08-27,SFG,CHC,W 9-1,36,31,9,10,2,1,2,9,5,1,4,0,0,0,0,1,1,0,0.337,5.395,.480,3,13,41847,156
783,2015-08-24,PHI,NYM,L 7-16,43,38,7,11,1,0,3,7,4,0,9,1,0,0,3,2,0,0,0.337,2.812,.669,9,15,23744,213
784,2015-06-08,CIN,PHI,W 6-4,36,34,6,11,2,0,2,5,2,0,9,0,0,0,0,0,2,1,0.337,2.278,.881,6,14,30900,175
785,2015-09-27,NYM,CIN,W 8-1,44,42,8,12,2,0,2,7,2,0,11,0,0,0,3,0,0,0,0.336,3.812,.431,9,13,24621,169
786,2015-08-31,WSN,STL,L 5-8,41,34,5,8,2,0,1,4,7,0,12,0,0,0,1,1,0,0,0.336,0.770,1.246,9,15,42081,187
787,2015-07-17,PHI,MIA,W 6-3,33,30,6,7,1,0,1,4,2,0,7,0,1,0,2,1,0,1,0.336,2.277,1.265,3,14,23074,146
788,2015-06-14,TOR,BOS,W 13-5,45,41,13,16,3,0,2,13,4,0,4,0,0,0,0,2,1,0,0.336,8.359,.565,5,11,36296,192
789,2015-06-05,WSN,CHC,W 7-5,38,34,7,12,5,0,1,7,3,1,6,0,0,1,0,0,0,0,0.336,3.126,.588,7,15,36124,178
790,2015-05-27,COL,CIN,W 6-4,39,36,6,10,1,0,2,6,3,1,7,0,0,0,0,0,0,1,0.336,1.813,.429,6,13,23917,166
791,2015-05-12,LAD,MIA,W 11-1,47,44,11,21,3,0,2,11,1,0,8,1,0,1,0,0,0,0,0.336,7.431,.779,12,15,49628,183
792,2015-04-10,DET,CLE,W 8-4,47,43,8,18,1,1,1,7,3,0,9,0,1,0,1,1,1,1,0.336,3.360,.736,12,10,35789,215
793,2015-08-15,STL,MIA,W 6-2,35,34,6,13,3,0,2,6,1,0,6,0,0,0,0,1,0,2,0.335,2.241,.609,5,10,44706,155
794,2015-07-10,LAA,SEA,W 7-3,42,41,7,14,2,0,4,7,0,0,6,1,0,0,1,1,0,0,0.335,2.884,.526,8,9,29679,169
795,2015-06-22,LAA,HOU,W 4-3,38,31,4,7,0,0,2,4,5,0,8,1,1,0,1,0,1,0,0.335,0.339,1.234,10,13,34153,203
796,2015-06-02 (1),COL,LAD,W 6-3,38,36,6,12,3,0,2,6,2,0,3,0,0,0,0,0,1,0,0.335,1.561,.865,8,14,28148,181
797,2015-05-17,CHW,OAK,W 7-3,42,38,7,10,2,0,1,6,3,0,10,0,1,0,3,1,0,0,0.335,2.620,1.070,8,9,33195,176
798,2015-05-06,MIL,LAD,W 6-3,38,31,6,7,1,0,2,6,7,1,8,0,0,0,0,0,1,0,0.335,2.243,.323,8,12,22708,167
799,2015-04-14,MIA,ATL,W 8-2,44,34,8,11,3,0,0,8,6,0,8,1,1,2,0,1,3,0,0.335,4.025,.539,9,13,15765,180
800,2015-09-29,TEX,DET,W 7-6,39,33,7,9,3,1,1,6,4,1,6,0,1,1,4,1,0,1,0.334,2.910,1.074,8,13,28729,193
801,2015-05-11,MIA,LAD,L 3-5,37,33,3,9,0,0,2,3,4,0,8,0,0,0,0,1,0,1,0.334,-1.017,1.393,7,14,44941,182
802,2015-05-09,HOU,LAA,W 6-5,37,32,6,6,1,0,3,6,5,0,13,0,0,0,0,0,0,1,0.334,1.883,.589,4,9,40210,162
803,2015-09-30 (2),STL,PIT,W 11-1,46,38,11,12,5,1,2,10,6,0,7,2,0,0,0,1,0,0,0.333,6.853,.281,8,16,34729,175
804,2015-08-22,NYY,CLE,W 6-2,37,35,6,13,2,0,2,6,0,0,9,0,0,2,1,0,0,0,0.333,2.143,.363,7,10,47031,172
805,2015-08-07,PIT,LAD,W 5-4,44,38,5,14,1,0,1,5,5,0,8,1,0,0,0,2,0,0,0.333,2.674,1.886,12,17,39404,222
806,2015-07-27,KCR,CLE,W 9-4,42,37,9,11,2,1,2,9,3,0,3,1,0,1,1,1,0,0,0.333,4.360,.368,6,10,13611,179
807,2015-07-17,WSN,LAD,W 5-3,37,32,5,7,3,0,2,5,5,2,5,0,0,0,1,0,0,0,0.333,1.125,1.351,8,15,40709,171
808,2015-06-07,PHI,SFG,W 6-4,34,31,6,10,3,0,2,6,2,0,7,0,1,0,0,1,0,1,0.333,2.277,1.127,4,15,24799,187
809,2015-06-01,LAA,TBR,W 7-3,40,34,7,11,0,0,4,7,5,1,6,0,1,0,1,0,1,1,0.333,3.341,.638,9,10,27078,175
810,2015-09-08,NYM,WSN,W 8-7,40,33,8,7,1,1,2,8,7,0,7,0,0,0,0,1,0,0,0.332,3.640,1.223,5,17,27507,200
811,2015-08-26,SEA,OAK,W 8-2,42,36,8,12,2,0,2,8,5,0,3,1,0,0,2,2,1,0,0.332,4.339,.604,10,10,23338,180
812,2015-08-19,STL,SFG,W 4-3,35,32,4,9,1,0,2,4,2,0,7,0,1,0,0,0,0,0,0.332,0.242,1.204,7,15,40278,174
813,2015-06-17,ATL,BOS,W 5-2,40,33,5,10,2,0,0,5,6,0,6,0,1,0,0,0,1,0,0.332,1.466,1.406,11,15,28982,189
814,2015-09-09,BOS,TOR,W 10-4,40,36,10,14,5,0,2,10,4,1,6,0,0,0,0,2,0,0,0.331,5.873,.372,6,13,34464,211
815,2015-07-19,OAK,MIN,W 14-1,42,39,14,12,2,0,5,14,0,0,6,3,0,0,3,0,0,0,0.331,10.107,.199,4,11,20286,169
816,2015-07-04,NYY,TBR,W 3-2,33,28,3,6,2,0,0,2,3,0,10,0,1,1,1,0,1,1,0.331,0.127,.813,6,11,35508,162
817,2015-05-28,OAK,NYY,W 5-4,35,32,5,9,1,0,2,5,2,0,5,0,0,1,0,0,0,0,0.331,1.108,1.386,6,10,21795,170
818,2015-04-30,WSN,NYM,W 8-2,42,38,8,12,3,0,0,8,3,0,8,0,0,1,1,0,0,0,0.331,4.023,.847,7,15,21689,174
819,2015-09-11 (2),CHC,PHI,W 7-3,43,40,7,12,3,0,3,7,3,0,6,0,0,0,1,0,0,0,0.330,2.812,.470,9,14,22538,176
820,2015-08-25,TBR,MIN,L 7-11,46,39,7,13,3,1,1,7,5,0,5,2,0,0,0,1,2,0,0.330,2.752,1.081,12,11,9632,204
821,2015-08-09,KCR,CHW,W 5-4,37,32,5,10,3,0,1,5,4,0,4,0,1,0,0,2,1,0,0.330,0.992,1.087,8,10,35785,181
822,2015-04-26,BAL,BOS,W 18-7,49,44,18,20,4,1,1,17,4,0,5,0,0,1,1,0,0,0,0.330,13.992,.337,7,11,43802,193
823,2015-08-21,SFG,PIT,W 6-4,42,39,6,14,4,0,2,6,2,1,8,0,0,1,0,1,0,0,0.329,1.854,.519,9,14,37692,192
824,2015-08-17,TBR,HOU,W 9-2,46,41,9,15,0,0,1,9,4,0,11,0,0,1,1,1,0,0,0.329,4.620,.524,10,11,16256,203
825,2015-06-20,SEA,HOU,W 6-3,36,31,6,7,0,0,3,6,5,0,8,0,0,0,0,0,1,0,0.329,2.337,.828,6,10,26770,163
826,2015-06-15,KCR,MIL,W 8-5,42,37,8,13,2,0,1,7,3,0,3,1,0,1,0,2,0,0,0.329,3.773,.441,7,17,23007,199
827,2015-05-14,CIN,SFG,W 4-3,36,29,4,7,1,0,1,4,6,0,8,1,0,0,0,0,3,1,0.329,0.276,1.422,8,14,21792,178
828,2015-05-12,STL,CLE,W 8-3,43,42,8,13,2,0,1,8,1,0,10,0,0,0,2,0,1,0,0.329,3.359,.799,8,10,12615,211
829,2015-08-18,BOS,CLE,W 9-1,42,39,9,16,4,1,0,9,3,0,2,0,0,0,0,0,0,0,0.328,4.873,.353,9,10,31907,176
830,2015-08-02,ATL,PHI,W 6-2,41,37,6,11,1,0,1,6,3,0,3,1,0,0,0,0,0,0,0.328,1.809,1.053,8,12,24361,168
831,2015-05-23,PHI,WSN,W 8-1,40,39,8,11,3,0,2,7,1,0,10,0,0,0,2,0,0,0,0.328,3.641,.487,5,11,41722,153
832,2015-08-23,BOS,KCR,L 6-8,38,33,6,10,4,0,0,5,1,0,7,1,2,1,1,1,0,0,0.327,1.360,1.125,5,9,36151,220
833,2015-06-29,LAD,ARI,L 6-10,44,36,6,10,1,0,3,5,7,1,8,1,0,0,1,1,0,0,0.327,1.682,.999,11,17,24215,229
834,2015-05-25,MIN,BOS,W 7-2,40,37,7,16,3,0,1,7,2,0,8,0,0,1,0,1,2,0,0.327,2.990,.319,9,9,29472,172
835,2015-05-20,STL,NYM,W 9-0,45,41,9,14,2,1,2,9,3,0,9,0,1,0,1,0,0,0,0.327,5.025,.597,9,14,23726,163
836,2015-05-16,SFG,CIN,W 11-2,43,41,11,16,2,1,3,11,1,0,8,0,1,0,0,1,0,0,0.327,6.811,.284,5,14,40889,173
837,2015-04-20,BOS,BAL,W 7-1,32,22,7,5,1,0,0,4,6,1,3,2,1,1,2,1,1,0,0.327,3.906,.794,7,10,36829,141
838,2015-09-25,ARI,SDP,W 6-3,36,33,6,6,2,0,1,6,2,0,3,1,0,0,0,0,0,0,0.326,2.104,.459,3,14,24179,177
839,2015-08-08,BOS,DET,L 6-7,41,37,6,11,1,0,1,6,3,0,5,0,0,1,0,0,0,0,0.326,1.710,1.656,8,10,42098,191
840,2015-06-13,ATL,NYM,W 5-3,50,44,5,13,2,0,1,5,3,1,12,0,3,0,3,1,1,0,0.326,0.141,1.624,12,18,37734,219
841,2015-05-24,PIT,NYM,W 9-1,42,35,9,12,2,0,2,9,6,2,7,0,0,1,0,0,1,0,0.326,5.314,.782,9,14,37784,166
842,2015-10-02,CLE,BOS,W 8-2,41,34,8,12,4,0,1,8,7,0,8,0,0,0,0,1,1,0,0.325,3.874,.651,9,11,28273,180
843,2015-07-29,ARI,SEA,W 8-2,42,40,8,15,2,1,2,8,1,0,10,1,0,0,1,2,0,1,0.325,3.883,.309,7,9,32502,179
844,2015-06-12,BOS,TOR,L 10-13,46,39,10,12,2,0,3,10,7,0,8,0,0,0,0,0,0,0,0.325,5.359,.424,9,10,37575,204
845,2015-09-15,TBR,NYY,W 6-3,38,35,6,13,1,0,1,5,3,0,10,0,0,0,0,1,2,0,0.324,2.224,1.060,8,11,13539,194
846,2015-05-28 (2),BAL,CHW,W 6-3,39,34,6,13,3,1,0,6,4,0,5,0,1,0,0,1,1,0,0.324,1.992,.964,9,9,18441,168
847,2015-08-02,NYM,WSN,W 5-2,34,31,5,8,1,0,3,5,2,0,9,0,1,0,0,0,0,0,0.323,1.467,.451,5,12,35374,162
848,2015-07-31,PHI,ATL,W 9-3,41,34,9,11,1,0,1,9,5,1,4,1,0,1,0,0,1,0,0.323,5.278,.329,8,11,29290,159
849,2015-07-24,SFG,OAK,W 9-3,43,38,9,17,3,0,0,8,2,0,7,0,1,2,1,1,1,0,0.323,5.394,.448,10,14,42128,205
850,2015-07-12,MIN,DET,W 7-1,35,31,7,9,1,2,2,7,3,0,6,0,0,1,0,0,0,1,0.323,2.991,.470,4,10,27936,164
851,2015-06-15,HOU,COL,W 6-3,36,33,6,9,0,0,3,6,3,0,9,0,0,0,0,0,0,0,0.323,2.107,.372,6,10,21820,168
852,2015-05-17,ATL,MIA,W 6-0,39,35,6,10,3,0,0,6,2,0,4,0,1,1,0,0,1,0,0.323,1.894,.427,6,10,23075,135
853,2015-04-13,KCR,MIN,W 12-3,46,38,12,13,3,0,1,10,4,1,5,2,0,2,1,1,0,0,0.323,7.490,.691,7,10,40123,170
854,2015-09-09,NYM,WSN,W 5-3,35,34,5,8,1,0,3,5,1,0,13,0,0,0,0,1,0,0,0.322,0.641,1.027,3,17,27530,157
855,2015-07-26,NYY,MIN,W 7-2,39,33,7,7,2,0,2,7,4,0,9,1,1,0,0,0,0,0,0.322,2.490,.957,5,10,37391,180
856,2015-06-24,KCR,SEA,W 8-2,39,37,8,13,4,0,1,8,1,0,4,1,0,0,0,2,1,0,0.322,3.884,.429,4,9,23392,167
857,2015-06-11,MIA,COL,W 6-0,40,37,6,13,2,1,2,6,3,0,5,0,0,0,1,1,1,0,0.322,2.349,.308,10,11,18003,161
858,2015-05-24,TOR,SEA,W 8-2,40,34,8,10,2,0,2,8,6,0,7,0,0,0,0,0,0,0,0.322,4.144,.708,8,10,37929,170
859,2015-08-09,CLE,MIN,W 8-1,39,35,8,14,5,0,1,8,1,0,5,1,0,2,0,0,0,0,0.321,3.874,.333,7,9,21305,157
860,2015-05-25,LAD,ATL,W 6-3,40,34,6,11,1,0,3,6,5,0,9,1,0,0,0,1,0,0,0.321,2.430,1.413,10,14,44680,169
861,2015-05-09 (2),CHW,CIN,W 8-2,38,35,8,14,1,0,3,8,2,0,1,0,0,1,0,0,0,2,0.321,4.272,.702,6,9,27980,173
862,2015-10-04,BAL,NYY,W 9-4,41,35,9,12,4,0,2,9,6,1,8,0,0,0,0,0,0,0,0.320,4.991,.547,8,10,33224,219
863,2015-05-27,SDP,LAA,W 5-4,40,35,5,8,2,0,1,5,3,1,11,1,1,0,2,0,1,0,0.320,0.884,1.081,8,9,36180,171
864,2015-05-12,TEX,KCR,L 6-7,43,37,6,14,1,0,1,6,3,0,6,0,1,2,1,2,3,1,0.320,0.889,1.900,7,12,23659,214
865,2015-05-09,KCR,DET,W 6-2,43,38,6,13,4,1,1,6,3,1,5,1,1,0,1,0,0,1,0.320,1.712,.521,10,9,41456,160
866,2015-09-06,CHW,KCR,W 7-5,42,36,7,12,2,0,1,7,4,0,7,0,0,2,0,1,0,0,0.319,2.490,.683,8,10,38902,181
867,2015-08-07,BOS,DET,W 7-2,43,40,7,13,2,0,1,7,2,1,6,1,0,0,0,0,0,0,0.319,2.710,.457,9,12,38132,210
868,2015-08-04,TBR,CHW,W 11-3,45,39,11,13,0,0,4,10,5,0,12,1,0,0,0,1,0,0,0.319,6.804,.530,7,12,18499,173
869,2015-08-02,NYY,CHW,W 12-3,45,38,12,11,2,1,2,12,4,0,9,2,0,1,1,0,0,0,0.319,7.801,.453,6,13,38840,189
870,2015-06-19,BOS,KCR,W 7-3,41,38,7,16,3,0,1,7,3,0,2,0,0,0,1,5,2,1,0.319,2.489,.365,7,10,38190,177
871,2015-09-06,SFG,COL,W 7-4,43,40,7,14,5,1,1,7,3,1,4,0,0,0,0,0,0,0,0.318,2.006,.827,9,15,36649,198
872,2015-09-01,LAA,OAK,W 6-2,38,34,6,10,1,0,1,5,2,0,3,1,0,1,0,2,0,0,0.318,1.618,.619,5,11,14178,184
873,2015-08-24,STL,ARI,W 5-3,41,36,5,9,1,0,1,5,4,0,7,0,1,0,1,0,0,0,0.318,0.681,1.233,9,15,19892,199
874,2015-06-03,TOR,WSN,W 8-0,40,38,8,13,3,0,1,8,1,0,6,0,1,0,0,1,0,0,0.318,3.641,.375,5,10,33654,133
875,2015-09-23,PIT,COL,W 13-7,52,45,13,19,4,0,1,13,6,0,11,0,1,0,0,0,1,0,0.317,8.006,.673,12,17,23526,218
876,2015-09-02,KCR,DET,W 12-1,41,35,12,14,4,1,4,12,5,0,6,1,0,0,0,2,0,0,0.317,7.991,.336,5,15,26789,167
877,2015-07-18,STL,NYM,W 12-2,45,40,12,15,4,0,2,11,4,1,6,1,0,0,1,0,1,0,0.317,8.241,.365,9,17,45852,181
878,2015-07-06,CHW,TOR,W 4-2,31,31,4,9,2,0,0,3,0,0,2,0,0,0,1,2,0,0,0.317,0.268,1.613,3,9,24593,114
879,2015-05-15,MIL,NYM,W 7-0,36,36,7,10,4,0,3,7,0,0,5,0,0,0,1,1,0,0,0.317,3.023,.370,2,12,27554,138
880,2015-05-06,CHC,STL,W 6-5,38,35,6,10,4,0,1,6,3,0,7,0,0,0,0,1,0,0,0.317,1.771,.795,5,13,42207,176
881,2015-04-17,SDP,CHC,W 5-4,36,34,5,8,0,0,2,5,2,0,7,0,0,0,1,1,0,0,0.317,0.853,.982,4,14,32138,177
882,2015-10-04,PHI,MIA,W 7-2,38,33,7,10,5,1,0,7,5,1,3,0,0,0,0,1,0,0,0.316,3.277,1.067,7,15,21734,149
883,2015-10-01,COL,ARI,L 6-8,40,38,6,12,6,0,0,5,2,0,8,0,0,0,0,0,0,0,0.316,1.683,1.214,7,16,20826,190
884,2015-09-01,TOR,CLE,W 5-3,36,29,5,6,0,0,1,5,3,0,4,0,1,3,0,1,2,0,0.316,0.434,1.230,3,12,41356,186
885,2015-08-27,TBR,MIN,W 5-4,34,30,5,9,2,0,1,4,2,0,4,0,0,2,0,0,0,0,0.316,1.223,1.079,5,10,9375,169
886,2015-07-26,BOS,DET,W 11-1,46,43,11,20,3,0,2,11,2,1,5,0,1,0,1,1,0,0,0.316,6.873,.705,11,11,35582,194
887,2015-04-27,KCR,CLE,W 6-2,42,39,6,13,3,0,0,4,2,1,9,1,0,0,2,2,3,1,0.316,1.360,.930,9,9,9668,202
888,2015-09-30 (2),CLE,MIN,W 10-2,39,36,10,12,3,0,2,9,3,1,8,0,0,0,1,0,1,1,0.315,5.874,.469,5,9,10228,172
889,2015-08-25,CHC,SFG,W 8-5,39,35,8,10,2,0,3,7,4,0,5,0,0,0,1,3,0,0,0.315,3.945,.469,4,15,41595,188
890,2015-08-21,BOS,KCR,W 7-2,38,38,7,14,5,1,1,5,0,0,6,0,0,0,0,1,0,0,0.315,2.876,.511,7,10,35203,151
891,2015-05-03,MIL,CHC,W 5-3,37,33,5,9,3,0,1,5,2,1,7,1,0,1,0,1,0,1,0.315,0.852,1.254,5,14,33398,181
892,2015-08-13,TEX,MIN,W 6-5,38,34,6,11,1,0,1,6,2,0,2,0,1,1,0,1,0,0,0.314,1.491,1.143,5,9,30357,179
893,2015-08-06,WSN,ARI,W 8-3,43,33,8,9,2,0,2,8,7,0,4,2,1,0,0,0,1,0,0.314,4.126,.814,11,14,32838,212
894,2015-07-01,SFG,MIA,L 5-6,39,37,5,14,3,0,1,3,0,0,3,0,1,1,0,1,2,1,0.314,0.894,1.011,7,15,19341,165
895,2015-06-30,WSN,ATL,W 6-1,42,37,6,11,3,0,1,4,4,1,15,0,1,0,0,1,1,0,0.314,2.023,.358,9,11,23961,173
